State,Year,Quarter,Property Tax,Sales Tax,Individual Income Tax,Corporate Income Tax,Total Tax
Alabama,2017,Q4,150654.0,684117.0,894438.0,81423.0,1810632.0
Alaska,2017,Q4,-84.0,0.0,0.0,66383.0,66299.0
Arizona,2017,Q4,228608.0,1663295.0,1257228.0,65120.0,3214251.0
Arkansas,2017,Q4,550077.0,869187.0,681132.0,78690.0,2179086.0
California,2017,Q4,663169.0,9603346.0,21828875.0,2732612.0,34828002.0
Colorado,2017,Q4,0.0,785871.0,1777510.0,136926.0,2700307.0
Connecticut,2017,Q4,0.0,1094254.0,2130588.0,180742.0,3405584.0
Delaware,2017,Q4,0.0,0.0,360671.0,49563.0,410234.0
Florida,2017,Q4,0.0,7030700.0,0.0,492910.0,7523610.0
Georgia,2017,Q4,219551.0,1441531.0,3112504.0,207843.0,4981429.0
Hawaii,2017,Q4,0.0,794666.0,570369.0,8171.0,1373206.0
Idaho,2017,Q4,0.0,440210.0,479659.0,43390.0,963259.0
Illinois,2017,Q4,16387.0,2880013.0,3254676.0,491627.0,6642703.0
Indiana,2017,Q4,2594.0,1901694.0,1907002.0,115163.0,3926453.0
Iowa,2017,Q4,0.0,824738.0,999311.0,53871.0,1877920.0
Kansas,2017,Q4,6488.0,825666.0,780819.0,65345.0,1678318.0
Kentucky,2017,Q4,362267.0,904693.0,1112822.0,184002.0,2563784.0
Louisiana*,2017,Q4,12979.0,1126668.0,805887.0,30337.0,1975871.0
Maine,2017,Q4,1035.0,379106.0,419071.0,22728.0,821940.0
Maryland,2017,Q4,120690.0,1167769.0,2023277.0,172790.0,3484526.0
Massachusetts,2017,Q4,10.0,1616037.0,3991194.0,373537.0,5980778.0
Michigan*,2017,Q4,1271445.0,1906063.0,2577784.0,113762.0,5869054.0
Minnesota,2017,Q4,365366.0,1522889.0,2837424.0,342245.0,5067924.0
Mississippi,2017,Q4,14308.0,847200.0,477219.0,53162.0,1391889.0
Missouri,2017,Q4,6245.0,870648.0,1486556.0,97947.0,2461396.0
Montana,2017,Q4,120402.0,0.0,298474.0,53783.0,472659.0
Nebraska,2017,Q4,7.0,471607.0,540651.0,53483.0,1065748.0
Nevada,2017,Q4,97585.0,1226231.0,0.0,0.0,1323816.0
New Hampshire,2017,Q4,12063.0,0.0,14871.0,159193.0,186127.0
New Jersey,2017,Q4,5016.0,2387705.0,3629500.0,490846.0,6513067.0
New Mexico,2017,Q4,4085.0,593978.0,376018.0,-10426.0,963655.0
New York,2017,Q4,0.0,3794161.0,11857370.0,956961.0,16608492.0
North Carolina,2017,Q4,0.0,1990485.0,2884124.0,25502.0,4900111.0
North Dakota,2017,Q4,128.0,291961.0,70555.0,14242.0,376886.0
Ohio,2017,Q4,0.0,3041230.0,2172048.0,561.0,5213839.0
Oklahoma,2017,Q4,0.0,717068.0,792690.0,-31747.0,1478011.0
Oregon,2017,Q4,6073.0,0.0,2190604.0,142285.0,2338962.0
Pennsylvania,2017,Q4,461.0,2765911.0,2869963.0,487889.0,6124224.0
Rhode Island,2017,Q4,0.0,258544.0,353204.0,17166.0,628914.0
South Carolina,2017,Q4,10918.0,831600.0,1360778.0,50083.0,2253379.0
South Dakota,2017,Q4,0.0,278632.0,0.0,3976.0,282608.0
Tennessee,2017,Q4,0.0,2187534.0,36015.0,309641.0,2533190.0
Texas,2017,Q4,0.0,7804660.0,0.0,0.0,7804660.0
Utah,2017,Q4,0.0,669122.0,1180443.0,73435.0,1923000.0
Vermont,2017,Q4,84956.0,97878.0,193473.0,8065.0,384372.0
Virginia*,2017,Q4,11.0,1007067.0,3483371.0,132039.0,4622488.0
Washington,2017,Q4,155059.0,3863298.0,0.0,0.0,4018357.0
"Washington, D.C.",2017,Q4,69354.0,385841.0,487912.0,110968.0,1054075.0
West Virginia,2017,Q4,1370.0,327004.0,460282.0,31761.0,820417.0
Wisconsin,2017,Q4,22984.0,1390526.0,2203591.0,193199.0,3810300.0
Wyoming,2017,Q4,114784.0,177294.0,0.0,0.0,292078.0
