State,Year,Quarter,Property Tax,Sales Tax,Individual Income Tax,Corporate Income Tax,Total Tax
Alabama,2016,Q3,13249.0,647914.0,831132.0,50348.0,1542643.0
Alaska,2016,Q3,2654.0,0.0,0.0,-8739.0,-6085.0
Arizona,2016,Q3,235752.0,1565955.0,1072542.0,85649.0,2959898.0
Arkansas,2016,Q3,119314.0,852533.0,684409.0,86203.0,1742459.0
California,2016,Q3,718359.0,9019533.0,16607246.0,1322650.0,27667788.0
Colorado,2016,Q3,0.0,775925.0,1567218.0,130149.0,2473292.0
Connecticut,2016,Q3,0.0,643127.0,1083613.0,139615.0,1866355.0
Delaware,2016,Q3,0.0,0.0,335593.0,50305.0,385898.0
Florida,2016,Q3,0.0,6007100.0,0.0,510990.0,6518090.0
Georgia,2016,Q3,268325.0,1452477.0,2666512.0,210226.0,4597540.0
Hawaii,2016,Q3,0.0,801115.0,509482.0,21937.0,1332534.0
Idaho,2016,Q3,0.0,441748.0,365567.0,53008.0,860323.0
Illinois,2016,Q3,15573.0,2919110.0,2893838.0,571404.0,6399925.0
Indiana,2016,Q3,2675.0,1896917.0,1869553.0,222698.0,3991843.0
Iowa,2016,Q3,686.0,822770.0,907583.0,52466.0,1783505.0
Kansas,2016,Q3,20314.0,816593.0,551982.0,81628.0,1470517.0
Kentucky*,2016,Q3,52281.0,895515.0,1090295.0,173669.0,2211760.0
Louisiana*,2016,Q3,14011.0,1011598.0,783558.0,71601.0,1880768.0
Maine,2016,Q3,25781.0,426884.0,373645.0,43621.0,869931.0
Maryland,2016,Q3,665925.0,777161.0,1752982.0,208480.0,3404548.0
Massachusetts,2016,Q3,12.0,1599097.0,3441839.0,528867.0,5569815.0
Michigan,2016,Q3,703298.0,3287916.0,2980467.0,421625.0,7393306.0
Minnesota,2016,Q3,20814.0,1285278.0,2637405.0,214188.0,4157685.0
Mississippi,2016,Q3,5158.0,740317.0,415674.0,93908.0,1255057.0
Missouri,2016,Q3,399.0,906055.0,1482967.0,80566.0,2469987.0
Montana,2016,Q3,13669.0,0.0,287887.0,33695.0,335251.0
Nebraska,2016,Q3,48.0,478078.0,566695.0,47649.0,1092470.0
Nevada,2016,Q3,18804.0,734113.0,0.0,0.0,752917.0
New Hampshire,2016,Q3,10400.0,0.0,15780.0,157301.0,183481.0
New Jersey,2016,Q3,0.0,1569508.0,2339934.0,430675.0,4340117.0
New Mexico*,2016,Q3,2323.0,510690.0,381145.0,16589.0,910747.0
New York,2016,Q3,0.0,3541099.0,10205994.0,961622.0,14708715.0
North Carolina,2016,Q3,0.0,1959272.0,2810780.0,219634.0,4989686.0
North Dakota,2016,Q3,76.0,315699.0,71025.0,12411.0,399211.0
Ohio,2016,Q3,0.0,3104901.0,2084282.0,496.0,5189679.0
Oklahoma,2016,Q3,0.0,597977.0,729156.0,47950.0,1375083.0
Oregon,2016,Q3,5334.0,0.0,1925067.0,141763.0,2072164.0
Pennsylvania,2016,Q3,2252.0,2616250.0,2621429.0,397420.0,5637351.0
Rhode Island,2016,Q3,0.0,274042.0,312411.0,23453.0,609906.0
South Carolina,2016,Q3,13639.0,775837.0,1270726.0,63468.0,2123670.0
South Dakota,2016,Q3,0.0,295644.0,0.0,1325.0,296969.0
Tennessee,2016,Q3,0.0,2138248.0,4068.0,335004.0,2477320.0
Texas,2016,Q3,0.0,7087050.0,0.0,0.0,7087050.0
Utah,2016,Q3,0.0,525415.0,747872.0,73796.0,1347083.0
Vermont,2016,Q3,1540.0,95238.0,169644.0,26718.0,293140.0
Virginia*,2016,Q3,178.0,863436.0,3122543.0,192177.0,4178334.0
Washington,2016,Q3,802464.0,3735984.0,0.0,0.0,4538448.0
"Washington, D.C.",2016,Q3,1182269.0,325723.0,464277.0,106608.0,2078877.0
West Virginia,2016,Q3,2839.0,299616.0,425147.0,28001.0,755603.0
Wisconsin,2016,Q3,301.0,870425.0,1640525.0,196035.0,2707286.0
Wyoming,2016,Q3,13360.0,160075.0,0.0,0.0,173435.0
