State,Year,Quarter,Property Tax,Sales Tax,Individual Income Tax,Corporate Income Tax,Total Tax
Alabama,2024,Q2,26861.0,1185799.0,1471430.0,765926.0,3450016.0
Alaska,2024,Q2,39398.0,0.0,0.0,212282.0,251680.0
Arizona,2024,Q2,145768.0,2981844.0,1483283.0,676799.0,5287694.0
Arkansas,2024,Q2,529728.0,1287444.0,808125.0,405939.0,3031236.0
California,2024,Q2,889778.0,14369182.0,37777590.0,16729200.0,69765750.0
Colorado,2024,Q2,0.0,1157859.0,2061461.0,1032894.0,4252214.0
Connecticut,2024,Q2,0.0,2265518.0,4258766.0,1191490.0,7715774.0
Delaware,2024,Q2,0.0,0.0,808733.0,238043.0,1046776.0
Florida,2024,Q2,0.0,10184968.0,0.0,2719870.0,12904838.0
Georgia,2024,Q2,225076.0,2301503.0,4521232.0,1356411.0,8404222.0
Hawaii,2024,Q2,0.0,1135406.0,1100479.0,263674.0,2499559.0
Idaho,2024,Q2,0.0,771602.0,1102999.0,384782.0,2259383.0
Illinois,2024,Q2,19144.0,4064699.0,6869410.0,4789600.0,15742853.0
Indiana,2024,Q2,3720.0,2782612.0,2768900.0,462777.0,6018009.0
Iowa,2024,Q2,794.0,1674710.0,1187570.0,445361.0,3308435.0
Kansas,2024,Q2,349038.0,1062024.0,1497885.0,593417.0,3502364.0
Kentucky,2024,Q2,81138.0,1467537.0,1400720.0,828866.0,3778261.0
Louisiana,2024,Q2,7631.0,1263910.0,1536463.0,507853.0,3315857.0
Maine,2024,Q2,1535.0,565434.0,798376.0,184431.0,1549776.0
Maryland,2024,Q2,243487.0,2559299.0,3323334.0,1953687.0,8079807.0
Massachusetts,2024,Q2,92.0,2426420.0,8139575.0,1944364.0,12510451.0
Michigan,2024,Q2,138916.0,3267477.0,3075007.0,1025226.0,7506626.0
Minnesota,2024,Q2,382179.0,2144591.0,4273746.0,1679344.0,8479860.0
Mississippi,2024,Q2,77.0,1305285.0,706222.0,251882.0,2263466.0
Missouri,2024,Q2,3049.0,1285906.0,2402194.0,688708.0,4379857.0
Montana,2024,Q2,221829.0,0.0,661804.0,130166.0,1013799.0
Nebraska,2024,Q2,44.0,749173.0,172229.0,392883.0,1314329.0
Nevada,2024,Q2,472444.0,3702416.0,0.0,0.0,4174860.0
New Hampshire,2024,Q2,19726.0,0.0,108591.0,477474.0,605791.0
New Jersey,2024,Q2,0.0,5743887.0,7050937.0,3008721.0,15803545.0
New Mexico,2024,Q2,61252.0,1101232.0,596000.0,157811.0,1916295.0
New York,2024,Q2,0.0,5066963.0,16256758.0,6251028.0,27574749.0
North Carolina,2024,Q2,0.0,3083833.0,4655163.0,911234.0,8650230.0
North Dakota,2024,Q2,438.0,322415.0,113618.0,143227.0,579698.0
Ohio,2024,Q2,0.0,4110101.0,2907826.0,32.0,7017959.0
Oklahoma,2024,Q2,0.0,953225.0,1373885.0,352496.0,2679606.0
Oregon,2024,Q2,3239.0,449555.0,2300650.0,674346.0,3427790.0
Pennsylvania,2024,Q2,41677.0,3976823.0,5511145.0,1860956.0,11390601.0
Rhode Island,2024,Q2,2670.0,412521.0,452513.0,194108.0,1061812.0
South Carolina,2024,Q2,37057.0,2232497.0,1784291.0,659203.0,4713048.0
South Dakota,2024,Q2,0.0,390701.0,0.0,39388.0,430089.0
Tennessee,2024,Q2,0.0,3662053.0,1482.0,1447421.0,5110956.0
Texas,2024,Q2,0.0,18376335.0,0.0,0.0,18376335.0
Unnamed: 2,2024,Q2,0.0,0.0,0.0,0.0,0.0
Utah,2024,Q2,0.0,1249254.0,2351718.0,437754.0,4038726.0
Vermont,2024,Q2,1200002.0,142398.0,456293.0,98538.0,1897231.0
Virginia,2024,Q2,43856.0,1885699.0,5599084.0,1879790.0,9408429.0
Washington,2024,Q2,427943.0,5604165.0,312054.0,0.0,6344162.0
"Washington, D.C.",2024,Q2,203762.0,549143.0,934640.0,503263.0,2190808.0
West Virginia,2024,Q2,1561.0,517408.0,604860.0,206482.0,1330311.0
Wisconsin,2024,Q2,45243.0,2687104.0,3506686.0,538964.0,6777997.0
Wyoming,2024,Q2,110251.0,226180.0,0.0,0.0,336431.0
