State,Year,Quarter,Property Tax,Sales Tax,Individual Income Tax,Corporate Income Tax,Total Tax
Alabama,2022,Q1,211107.0,731653.0,1775368.0,105379.0,2823507.0
Alaska,2022,Q1,19.0,0.0,0.0,18191.0,18210.0
Arizona,2022,Q1,260387.0,2661164.0,1279438.0,139702.0,4340691.0
Arkansas,2022,Q1,159326.0,1141310.0,864221.0,62960.0,2227817.0
California,2022,Q1,782850.0,13021521.0,42861282.0,14763814.0,71429467.0
Colorado,2022,Q1,0.0,1048808.0,2407173.0,151437.0,3607418.0
Connecticut,2022,Q1,0.0,1548519.0,2563515.0,1279205.0,5391239.0
Delaware,2022,Q1,0.0,0.0,624452.0,91047.0,715499.0
Florida,2022,Q1,0.0,9927935.0,0.0,403870.0,10331805.0
Georgia,2022,Q1,187021.0,2042401.0,4322813.0,290783.0,6843018.0
Hawaii,2022,Q1,0.0,1411661.0,1074074.0,68322.0,2554057.0
Idaho,2022,Q1,0.0,681056.0,504871.0,282524.0,1468451.0
Illinois,2022,Q1,15598.0,3393156.0,6009226.0,2123662.0,11541642.0
Indiana,2022,Q1,0.0,2558232.0,2636885.0,142563.0,5337680.0
Iowa,2022,Q1,423.0,1050449.0,1280568.0,91207.0,2422647.0
Kansas,2022,Q1,506820.0,1051874.0,1023734.0,91305.0,2673733.0
Kentucky,2022,Q1,170819.0,1207925.0,1387450.0,101958.0,2868152.0
Louisiana,2022,Q1,14478.0,1109260.0,991483.0,100028.0,2215249.0
Maine,2022,Q1,7631.0,460981.0,479333.0,32842.0,980787.0
Maryland,2022,Q1,4522.0,1578700.0,3437271.0,301070.0,5321563.0
Massachusetts,2022,Q1,64.0,2073412.0,5810170.0,1088845.0,8972491.0
Michigan,2022,Q1,120480.0,2729117.0,2584796.0,274227.0,5708620.0
Minnesota,2022,Q1,10991.0,1765323.0,3405287.0,1682488.0,6864089.0
Mississippi,2022,Q1,25220.0,1171745.0,503006.0,114472.0,1814443.0
Missouri,2022,Q1,29739.0,944094.0,1920012.0,116294.0,3010139.0
Montana,2022,Q1,66875.0,0.0,550736.0,18900.0,636511.0
Nebraska,2022,Q1,28.0,625044.0,666999.0,119301.0,1411372.0
Nevada,2022,Q1,362901.0,1503303.0,0.0,0.0,1866204.0
New Hampshire,2022,Q1,368494.0,0.0,26209.0,135716.0,530419.0
New Jersey,2022,Q1,52.0,3028788.0,5018037.0,1572610.0,9619487.0
New Mexico,2022,Q1,51186.0,880510.0,629800.0,151835.0,1713331.0
New York,2022,Q1,0.0,4353982.0,27966717.0,1774278.0,34094977.0
North Carolina,2022,Q1,0.0,2668718.0,4441557.0,206068.0,7316343.0
North Dakota,2022,Q1,4741.0,337565.0,88041.0,24487.0,454834.0
Ohio,2022,Q1,0.0,3695173.0,2249303.0,148.0,5944624.0
Oklahoma,2022,Q1,0.0,854857.0,875322.0,174821.0,1905000.0
Oregon,2022,Q1,5006.0,0.0,2292417.0,205883.0,2503306.0
Pennsylvania,2022,Q1,141.0,3538030.0,4076219.0,809169.0,8423559.0
Rhode Island,2022,Q1,677.0,349080.0,363371.0,123633.0,836761.0
South Carolina,2022,Q1,2274.0,1111880.0,1202948.0,272168.0,2589270.0
South Dakota,2022,Q1,0.0,360851.0,0.0,13678.0,374529.0
Tennessee,2022,Q1,0.0,3154638.0,1669.0,463724.0,3620031.0
Texas,2022,Q1,0.0,10597538.0,0.0,0.0,10597538.0
Unnamed: 2,2022,Q1,0.0,0.0,0.0,0.0,0.0
Utah,2022,Q1,0.0,1146441.0,1576686.0,147412.0,2870539.0
Vermont,2022,Q1,1557.0,139135.0,244805.0,61120.0,446617.0
Virginia,2022,Q1,4342.0,1748940.0,4398557.0,350707.0,6502546.0
Washington,2022,Q1,1990700.0,5139014.0,0.0,0.0,7129714.0
"Washington, D.C.",2022,Q1,1062970.0,363328.0,734422.0,158747.0,2319467.0
West Virginia,2022,Q1,1434.0,415532.0,618756.0,18520.0,1054242.0
Wisconsin,2022,Q1,-211.0,1612278.0,1730701.0,570180.0,3912948.0
Wyoming,2022,Q1,46976.0,265936.0,0.0,0.0,312912.0
