State,Year,Quarter,Property Tax,Sales Tax,Individual Income Tax,Corporate Income Tax,Total Tax
Alabama,2018,Q1,182684.0,666186.0,1069413.0,59959.0,1978242.0
Alaska,2018,Q1,-704.0,0.0,0.0,-58598.0,-59302.0
Arizona,2018,Q1,238474.0,1751018.0,803288.0,36438.0,2829218.0
Arkansas,2018,Q1,110686.0,864086.0,651354.0,44949.0,1671075.0
California,2018,Q1,734076.0,10018733.0,23292742.0,2023463.0,36069014.0
Colorado,2018,Q1,0.0,781357.0,1750784.0,154842.0,2686983.0
Connecticut,2018,Q1,0.0,1120494.0,2913266.0,151058.0,4184818.0
Delaware,2018,Q1,0.0,0.0,455874.0,38198.0,494072.0
Florida,2018,Q1,0.0,6958200.0,0.0,341100.0,7299300.0
Georgia,2018,Q1,220354.0,1497838.0,2794412.0,123300.0,4635904.0
Hawaii,2018,Q1,0.0,1025568.0,508571.0,23174.0,1557313.0
Idaho,2018,Q1,0.0,420479.0,403198.0,40443.0,864120.0
Illinois,2018,Q1,14285.0,2653317.0,4427175.0,546922.0,7641699.0
Indiana,2018,Q1,2706.0,1929982.0,1996386.0,18720.0,3947794.0
Iowa,2018,Q1,903.0,788212.0,1106268.0,49008.0,1944391.0
Kansas,2018,Q1,429274.0,801912.0,784151.0,48053.0,2063390.0
Kentucky,2018,Q1,136226.0,859898.0,1027697.0,73121.0,2096942.0
Louisiana,2018,Q1,13260.0,1044203.0,786102.0,36886.0,1880451.0
Maine,2018,Q1,6702.0,334175.0,288837.0,24497.0,654211.0
Maryland,2018,Q1,4877.0,1132181.0,2523478.0,107086.0,3767622.0
Massachusetts,2018,Q1,70.0,1574104.0,3668455.0,580940.0,5823569.0
Michigan,2018,Q1,68123.0,2003948.0,2241986.0,41069.0,4355126.0
Minnesota,2018,Q1,9002.0,1451948.0,2826322.0,287892.0,4575164.0
Mississippi,2018,Q1,25383.0,851143.0,365012.0,72918.0,1314456.0
Missouri,2018,Q1,24412.0,968446.0,1626716.0,-36673.0,2582901.0
Montana,2018,Q1,50122.0,0.0,285088.0,13415.0,348625.0
Nebraska,2018,Q1,27.0,469292.0,530541.0,50964.0,1050824.0
Nevada,2018,Q1,79384.0,1267353.0,0.0,0.0,1346737.0
New Hampshire,2018,Q1,365935.0,0.0,17249.0,159753.0,542937.0
New Jersey,2018,Q1,0.0,2297090.0,3771447.0,115826.0,6184363.0
New Mexico,2018,Q1,46878.0,618955.0,-59394.0,47765.0,654204.0
New York,2018,Q1,0.0,3509358.0,17469249.0,588792.0,21567399.0
North Carolina,2018,Q1,0.0,1910928.0,3447051.0,108711.0,5466690.0
North Dakota,2018,Q1,3858.0,269924.0,93810.0,20287.0,387879.0
Ohio,2018,Q1,0.0,2867497.0,1808617.0,966.0,4677080.0
Oklahoma,2018,Q1,0.0,693305.0,699992.0,15729.0,1409026.0
Oregon,2018,Q1,4313.0,0.0,1964094.0,106374.0,2074781.0
Pennsylvania,2018,Q1,109.0,2578482.0,3237066.0,491619.0,6307276.0
Rhode Island,2018,Q1,620.0,245959.0,262798.0,52062.0,561439.0
South Carolina,2018,Q1,6495.0,771113.0,601187.0,49076.0,1427871.0
South Dakota,2018,Q1,0.0,264412.0,0.0,11693.0,276105.0
Tennessee,2018,Q1,0.0,2228938.0,50034.0,253426.0,2532398.0
Texas,2018,Q1,0.0,7790901.0,0.0,0.0,7790901.0
Utah,2018,Q1,0.0,680700.0,709393.0,93584.0,1483677.0
Vermont,2018,Q1,773.0,102814.0,167834.0,34655.0,306076.0
Virginia,2018,Q1,-3136.0,1085960.0,3253468.0,104476.0,4440768.0
Washington,2018,Q1,1497828.0,3151197.0,0.0,0.0,4649025.0
"Washington, D.C.",2018,Q1,922767.0,334407.0,461545.0,78867.0,1797586.0
West Virginia,2018,Q1,1719.0,324582.0,443818.0,-7147.0,762972.0
Wisconsin,2018,Q1,34618.0,1285322.0,1731736.0,122539.0,3174215.0
Wyoming,2018,Q1,36137.0,166899.0,0.0,0.0,203036.0
