State,Year,Quarter,Property Tax,Sales Tax,Individual Income Tax,Corporate Income Tax,Total Tax
Alabama,2023,Q1,255651.0,1126172.0,1333644.0,414228.0,3129695.0
Alaska,2023,Q1,-93.0,0.0,0.0,11307.0,11214.0
Arizona,2023,Q1,274118.0,2911489.0,570538.0,273441.0,4029586.0
Arkansas,2023,Q1,162976.0,1224234.0,618134.0,178701.0,2184045.0
California,2023,Q1,872927.0,13215067.0,24622460.0,5585148.0,44295602.0
Colorado,2023,Q1,0.0,1125785.0,1760551.0,427468.0,3313804.0
Connecticut,2023,Q1,0.0,1564209.0,2407295.0,1047116.0,5018620.0
Delaware,2023,Q1,0.0,0.0,635056.0,90269.0,725325.0
Florida,2023,Q1,0.0,10676301.0,0.0,684780.0,11361081.0
Georgia,2023,Q1,199774.0,2210484.0,3944028.0,800075.0,7154361.0
Hawaii,2023,Q1,0.0,1209172.0,679052.0,41344.0,1929568.0
Idaho,2023,Q1,0.0,711853.0,444940.0,229143.0,1385936.0
Illinois,2023,Q1,16420.0,3702992.0,6061760.0,2198716.0,11979888.0
Indiana,2023,Q1,0.0,2749679.0,1545500.0,117628.0,4412807.0
Iowa,2023,Q1,455.0,1156169.0,1192669.0,136022.0,2485315.0
Kansas,2023,Q1,528895.0,1097069.0,1020818.0,292408.0,2939190.0
Kentucky,2023,Q1,179827.0,1343181.0,1341541.0,101528.0,2966077.0
Louisiana,2023,Q1,15242.0,1245351.0,1064622.0,64733.0,2389948.0
Maine,2023,Q1,7533.0,497784.0,487882.0,51892.0,1045091.0
Maryland,2023,Q1,1935.0,2002539.0,3017109.0,988269.0,6009852.0
Massachusetts,2023,Q1,413.0,2262839.0,4597555.0,1965347.0,8826154.0
Michigan,2023,Q1,77024.0,2808587.0,2368088.0,432880.0,5686579.0
Minnesota,2023,Q1,13328.0,1809589.0,2959673.0,1460386.0,6242976.0
Mississippi,2023,Q1,27288.0,1215191.0,489987.0,138793.0,1871259.0
Missouri,2023,Q1,30662.0,1215872.0,2004908.0,130403.0,3381845.0
Montana,2023,Q1,64941.0,0.0,501884.0,14387.0,581212.0
Nebraska,2023,Q1,28.0,675597.0,605432.0,110881.0,1391938.0
Nevada,2023,Q1,392566.0,1997297.0,0.0,0.0,2389863.0
New Hampshire,2023,Q1,265492.0,0.0,24590.0,172659.0,462741.0
New Jersey,2023,Q1,0.0,3137784.0,4849552.0,1700456.0,9687792.0
New Mexico,2023,Q1,53885.0,980272.0,550800.0,171745.0,1756702.0
New York,2023,Q1,0.0,4709451.0,16657459.0,7884182.0,29251092.0
North Carolina,2023,Q1,0.0,2857362.0,4366567.0,393394.0,7617323.0
North Dakota,2023,Q1,4917.0,303638.0,87926.0,35160.0,431641.0
Ohio,2023,Q1,0.0,3904799.0,2339103.0,58.0,6243960.0
Oklahoma,2023,Q1,0.0,907777.0,933671.0,127909.0,1969357.0
Oregon,2023,Q1,5270.0,294493.0,2782635.0,169676.0,3252074.0
Pennsylvania,2023,Q1,233.0,3682911.0,4256276.0,1037103.0,8976523.0
Rhode Island,2023,Q1,232.0,364670.0,348626.0,111342.0,824870.0
South Carolina,2023,Q1,1258.0,1682200.0,716662.0,288948.0,2689068.0
South Dakota,2023,Q1,0.0,392252.0,0.0,12298.0,404550.0
Tennessee,2023,Q1,0.0,3404787.0,-9.0,514782.0,3919560.0
Texas,2023,Q1,0.0,11615637.0,0.0,0.0,11615637.0
Unnamed: 2,2023,Q1,0.0,0.0,0.0,0.0,0.0
Utah,2023,Q1,0.0,1172777.0,1572237.0,121517.0,2866531.0
Vermont,2023,Q1,-20515.0,147925.0,239250.0,86061.0,452721.0
Virginia,2023,Q1,1638.0,1776725.0,3873725.0,504987.0,6157075.0
Washington,2023,Q1,2104354.0,5342366.0,2971.0,0.0,7449691.0
"Washington, D.C.",2023,Q1,1253513.0,407416.0,762571.0,143728.0,2567228.0
West Virginia,2023,Q1,1513.0,452354.0,642599.0,39680.0,1136146.0
Wisconsin,2023,Q1,-220.0,1735521.0,1814482.0,584348.0,4134131.0
Wyoming,2023,Q1,126371.0,222064.0,0.0,0.0,348435.0
